segment,country,product,discount_band,units_sold,sale_price,gross_sales,discounts,net_sales,cogs,profit,month_name,month_number,year,sale_date,exchange_rate,target_currency,net_sales_converted,profit_converted
Enterprise,Germany,Paseo,High,1085.0,125.0,135625.0,20343.75,115281.25,130200.0,-14918.75,October,10,2014,2014-10-01,1.383083,CAD,159443.54,-20633.87
Midmarket,Germany,Paseo,High,1175.0,15.0,17625.0,2643.75,14981.25,11750.0,3231.25,October,10,2014,2014-10-01,1.383083,CAD,20720.31,4469.09
Government,United States of America,Paseo,High,2007.0,350.0,702450.0,105367.5,597082.5,521820.0,75262.5,November,11,2013,2013-11-01,1.383083,CAD,825814.66,104094.28
Government,Mexico,Paseo,High,2151.0,350.0,752850.0,112927.5,639922.5,559260.0,80662.5,November,11,2013,2013-11-01,1.383083,CAD,885065.93,111562.93
Channel Partners,United States of America,Paseo,High,914.0,12.0,10968.0,1645.2,9322.8,2742.0,6580.799999999999,December,12,2014,2014-12-01,1.383083,CAD,12894.21,9101.79
Government,France,Paseo,High,293.0,20.0,5860.0,879.0,4981.0,2930.0,2051.0,December,12,2014,2014-12-01,1.383083,CAD,6889.14,2836.7
Channel Partners,Mexico,Velo,High,500.0,12.0,6000.0,900.0,5100.0,1500.0,3600.0,March,3,2014,2014-03-01,1.383083,CAD,7053.72,4979.1
Midmarket,France,Velo,High,2826.0,15.0,42390.0,6358.5,36031.5,28260.0,7771.5,May,5,2014,2014-05-01,1.383083,CAD,49834.56,10748.63
Enterprise,France,Velo,High,663.0,125.0,82875.0,12431.25,70443.75,79560.0,-9116.25,September,9,2014,2014-09-01,1.383083,CAD,97429.55,-12608.53
Small Business,United States of America,Velo,High,2574.0,300.0,772200.0,115830.0,656370.0,643500.0,12870.0,November,11,2013,2013-11-01,1.383083,CAD,907814.19,17800.28
Enterprise,United States of America,Velo,High,2438.0,125.0,304750.0,45712.5,259037.5,292560.0,-33522.5,December,12,2013,2013-12-01,1.383083,CAD,358270.36,-46364.4
Channel Partners,United States of America,Velo,High,914.0,12.0,10968.0,1645.2,9322.8,2742.0,6580.799999999999,December,12,2014,2014-12-01,1.383083,CAD,12894.21,9101.79
Government,Canada,VTT,High,865.5,20.0,17310.0,2596.5,14713.5,8655.0,6058.5,July,7,2014,2014-07-01,1.383083,CAD,20349.99,8379.41
Midmarket,Germany,VTT,High,492.0,15.0,7380.0,1107.0,6273.0,4920.0,1353.0,July,7,2014,2014-07-01,1.383083,CAD,8676.08,1871.31
Government,United States of America,VTT,High,267.0,20.0,5340.0,801.0,4539.0,2670.0,1869.0,October,10,2013,2013-10-01,1.383083,CAD,6277.81,2584.98
Midmarket,Germany,VTT,High,1175.0,15.0,17625.0,2643.75,14981.25,11750.0,3231.25,October,10,2014,2014-10-01,1.383083,CAD,20720.31,4469.09
Enterprise,Canada,VTT,High,2954.0,125.0,369250.0,55387.5,313862.5,354480.0,-40617.5,November,11,2013,2013-11-01,1.383083,CAD,434097.89,-56177.37
Enterprise,Germany,VTT,High,552.0,125.0,69000.0,10350.0,58650.0,66240.0,-7590.0,November,11,2014,2014-11-01,1.383083,CAD,81117.82,-10497.6
Government,France,VTT,High,293.0,20.0,5860.0,879.0,4981.0,2930.0,2051.0,December,12,2014,2014-12-01,1.383083,CAD,6889.14,2836.7
Small Business,France,Amarilla,High,2475.0,300.0,742500.0,111375.0,631125.0,618750.0,12375.0,March,3,2014,2014-03-01,1.383083,CAD,872898.26,17115.65
Small Business,Mexico,Amarilla,High,546.0,300.0,163800.0,24570.0,139230.0,136500.0,2730.0,October,10,2014,2014-10-01,1.383083,CAD,192566.65,3775.82
Government,Mexico,Montana,High,1368.0,7.0,9576.0,1436.4,8139.6,6840.0,1299.6000000000004,February,2,2014,2014-02-01,1.383083,CAD,11257.74,1797.45
Government,Canada,Paseo,High,723.0,7.0,5061.0,759.1500000000001,4301.85,3615.0,686.8500000000001,April,4,2014,2014-04-01,1.383083,CAD,5949.82,949.97
Channel Partners,United States of America,VTT,High,1806.0,12.0,21672.0,3250.8,18421.2,5418.0,13003.2,May,5,2014,2014-05-01,1.383083,CAD,25478.05,17984.5
Government,Canada,Carretera,,1618.5,20.0,32370.0,0.0,32370.0,16185.0,16185.0,January,1,2014,2014-01-01,0.859749,EUR,27830.08,13915.04
Government,Germany,Carretera,,1321.0,20.0,26420.0,0.0,26420.0,13210.0,13210.0,January,1,2014,2014-01-01,0.859749,EUR,22714.57,11357.28
Midmarket,France,Carretera,,2178.0,15.0,32670.0,0.0,32670.0,21780.0,10890.0,June,6,2014,2014-06-01,0.859749,EUR,28088.0,9362.67
Midmarket,Germany,Carretera,,888.0,15.0,13320.0,0.0,13320.0,8880.0,4440.0,June,6,2014,2014-06-01,0.859749,EUR,11451.86,3817.29
Midmarket,Mexico,Carretera,,2470.0,15.0,37050.0,0.0,37050.0,24700.0,12350.0,June,6,2014,2014-06-01,0.859749,EUR,31853.7,10617.9
Government,Germany,Carretera,,1513.0,350.0,529550.0,0.0,529550.0,393380.0,136170.0,December,12,2014,2014-12-01,0.859749,EUR,455280.08,117072.02
Midmarket,Germany,Montana,,921.0,15.0,13815.0,0.0,13815.0,9210.0,4605.0,March,3,2014,2014-03-01,0.859749,EUR,11877.43,3959.14
Channel Partners,Canada,Montana,,2518.0,12.0,30216.0,0.0,30216.0,7554.0,22662.0,June,6,2014,2014-06-01,0.859749,EUR,25978.18,19483.63
Government,France,Montana,,1899.0,20.0,37980.0,0.0,37980.0,18990.0,18990.0,June,6,2014,2014-06-01,0.859749,EUR,32653.27,16326.63
Channel Partners,Germany,Montana,,1545.0,12.0,18540.0,0.0,18540.0,4635.0,13905.0,June,6,2014,2014-06-01,0.859749,EUR,15939.75,11954.81
Midmarket,Mexico,Montana,,2470.0,15.0,37050.0,0.0,37050.0,24700.0,12350.0,June,6,2014,2014-06-01,0.859749,EUR,31853.7,10617.9
Enterprise,Canada,Montana,,2665.5,125.0,333187.5,0.0,333187.5,319860.0,13327.5,July,7,2014,2014-07-01,0.859749,EUR,286457.62,11458.3
Small Business,Mexico,Montana,,958.0,300.0,287400.0,0.0,287400.0,239500.0,47900.0,August,8,2014,2014-08-01,0.859749,EUR,247091.86,41181.98
Government,Germany,Montana,,2146.0,7.0,15022.0,0.0,15022.0,10730.0,4292.0,September,9,2014,2014-09-01,0.859749,EUR,12915.15,3690.04
Enterprise,Canada,Montana,,345.0,125.0,43125.0,0.0,43125.0,41400.0,1725.0,October,10,2013,2013-10-01,0.859749,EUR,37076.68,1483.07
Midmarket,United States of America,Montana,,615.0,15.0,9225.0,0.0,9225.0,6150.0,3075.0,December,12,2014,2014-12-01,0.859749,EUR,7931.18,2643.73
Government,Canada,Paseo,,292.0,20.0,5840.0,0.0,5840.0,2920.0,2920.0,February,2,2014,2014-02-01,0.859749,EUR,5020.93,2510.47
Midmarket,Mexico,Paseo,,974.0,15.0,14610.0,0.0,14610.0,9740.0,4870.0,February,2,2014,2014-02-01,0.859749,EUR,12560.93,4186.98
Channel Partners,Canada,Paseo,,2518.0,12.0,30216.0,0.0,30216.0,7554.0,22662.0,June,6,2014,2014-06-01,0.859749,EUR,25978.18,19483.63
Government,Germany,Paseo,,1006.0,350.0,352100.0,0.0,352100.0,261560.0,90540.0,June,6,2014,2014-06-01,0.859749,EUR,302717.62,77841.67
Channel Partners,Germany,Paseo,,367.0,12.0,4404.0,0.0,4404.0,1101.0,3303.0,July,7,2014,2014-07-01,0.859749,EUR,3786.33,2839.75
Government,Mexico,Paseo,,883.0,7.0,6181.0,0.0,6181.0,4415.0,1766.0,August,8,2014,2014-08-01,0.859749,EUR,5314.11,1518.32
Midmarket,France,Paseo,,549.0,15.0,8235.0,0.0,8235.0,5490.0,2745.0,September,9,2013,2013-09-01,0.859749,EUR,7080.03,2360.01
Small Business,Mexico,Paseo,,788.0,300.0,236400.0,0.0,236400.0,197000.0,39400.0,September,9,2013,2013-09-01,0.859749,EUR,203244.66,33874.11
Midmarket,Mexico,Paseo,,2472.0,15.0,37080.0,0.0,37080.0,24720.0,12360.0,September,9,2014,2014-09-01,0.859749,EUR,31879.49,10626.5
Government,United States of America,Paseo,,1143.0,7.0,8001.0,0.0,8001.0,5715.0,2286.0,October,10,2014,2014-10-01,0.859749,EUR,6878.85,1965.39
Government,Canada,Paseo,,1725.0,350.0,603750.0,0.0,603750.0,448500.0,155250.0,November,11,2013,2013-11-01,0.859749,EUR,519073.46,133476.03
Channel Partners,United States of America,Paseo,,912.0,12.0,10944.0,0.0,10944.0,2736.0,8208.0,November,11,2013,2013-11-01,0.859749,EUR,9409.09,7056.82
Midmarket,Canada,Paseo,,2152.0,15.0,32280.0,0.0,32280.0,21520.0,10760.0,December,12,2013,2013-12-01,0.859749,EUR,27752.7,9250.9
Government,Canada,Paseo,,1817.0,20.0,36340.0,0.0,36340.0,18170.0,18170.0,December,12,2014,2014-12-01,0.859749,EUR,31243.28,15621.64
Government,Germany,Paseo,,1513.0,350.0,529550.0,0.0,529550.0,393380.0,136170.0,December,12,2014,2014-12-01,0.859749,EUR,455280.08,117072.02
Government,Mexico,Velo,,1493.0,7.0,10451.0,0.0,10451.0,7465.0,2986.0,January,1,2014,2014-01-01,0.859749,EUR,8985.24,2567.21
Enterprise,France,Velo,,1804.0,125.0,225500.0,0.0,225500.0,216480.0,9020.0,February,2,2014,2014-02-01,0.859749,EUR,193873.4,7754.94
Channel Partners,Germany,Velo,,2161.0,12.0,25932.0,0.0,25932.0,6483.0,19449.0,March,3,2014,2014-03-01,0.859749,EUR,22295.01,16721.26
Government,Germany,Velo,,1006.0,350.0,352100.0,0.0,352100.0,261560.0,90540.0,June,6,2014,2014-06-01,0.859749,EUR,302717.62,77841.67
Channel Partners,Germany,Velo,,1545.0,12.0,18540.0,0.0,18540.0,4635.0,13905.0,June,6,2014,2014-06-01,0.859749,EUR,15939.75,11954.81
Enterprise,United States of America,Velo,,2821.0,125.0,352625.0,0.0,352625.0,338520.0,14105.0,August,8,2014,2014-08-01,0.859749,EUR,303168.99,12126.76
Enterprise,Canada,Velo,,345.0,125.0,43125.0,0.0,43125.0,41400.0,1725.0,October,10,2013,2013-10-01,0.859749,EUR,37076.68,1483.07
Small Business,Canada,VTT,,2001.0,300.0,600300.0,0.0,600300.0,500250.0,100050.0,February,2,2014,2014-02-01,0.859749,EUR,516107.32,86017.89
Channel Partners,Germany,VTT,,2838.0,12.0,34056.0,0.0,34056.0,8514.0,25542.0,April,4,2014,2014-04-01,0.859749,EUR,29279.61,21959.71
Midmarket,France,VTT,,2178.0,15.0,32670.0,0.0,32670.0,21780.0,10890.0,June,6,2014,2014-06-01,0.859749,EUR,28088.0,9362.67
Midmarket,Germany,VTT,,888.0,15.0,13320.0,0.0,13320.0,8880.0,4440.0,June,6,2014,2014-06-01,0.859749,EUR,11451.86,3817.29
Government,France,VTT,,1527.0,350.0,534450.0,0.0,534450.0,397020.0,137430.0,September,9,2013,2013-09-01,0.859749,EUR,459492.85,118155.31
Small Business,France,VTT,,2151.0,300.0,645300.0,0.0,645300.0,537750.0,107550.0,September,9,2014,2014-09-01,0.859749,EUR,554796.03,92466.0
Government,Canada,VTT,,1817.0,20.0,36340.0,0.0,36340.0,18170.0,18170.0,December,12,2014,2014-12-01,0.859749,EUR,31243.28,15621.64
Government,France,Amarilla,,2750.0,350.0,962500.0,0.0,962500.0,715000.0,247500.0,February,2,2014,2014-02-01,0.859749,EUR,827508.41,212787.88
Channel Partners,United States of America,Amarilla,,1953.0,12.0,23436.0,0.0,23436.0,5859.0,17577.0,April,4,2014,2014-04-01,0.859749,EUR,20149.08,15111.81
Enterprise,Germany,Amarilla,,4219.5,125.0,527437.5,0.0,527437.5,506340.0,21097.5,April,4,2014,2014-04-01,0.859749,EUR,453463.86,18138.55
Government,France,Amarilla,,1899.0,20.0,37980.0,0.0,37980.0,18990.0,18990.0,June,6,2014,2014-06-01,0.859749,EUR,32653.27,16326.63
Government,Germany,Amarilla,,1686.0,7.0,11802.0,0.0,11802.0,8430.0,3372.0,July,7,2014,2014-07-01,0.859749,EUR,10146.76,2899.07
Channel Partners,United States of America,Amarilla,,2141.0,12.0,25692.0,0.0,25692.0,6423.0,19269.0,August,8,2014,2014-08-01,0.859749,EUR,22088.67,16566.5
Government,United States of America,Amarilla,,1143.0,7.0,8001.0,0.0,8001.0,5715.0,2286.0,October,10,2014,2014-10-01,0.859749,EUR,6878.85,1965.39
Midmarket,United States of America,Amarilla,,615.0,15.0,9225.0,0.0,9225.0,6150.0,3075.0,December,12,2014,2014-12-01,0.859749,EUR,7931.18,2643.73
Government,France,Paseo,Low,3945.0,7.0,27615.0,276.15,27338.850000000002,19725.0,7613.850000000002,January,1,2014,2014-01-01,0.859749,EUR,23504.55,6546.0
Midmarket,France,Paseo,Low,2296.0,15.0,34440.0,344.4,34095.6,22960.0,11135.599999999999,February,2,2014,2014-02-01,0.859749,EUR,29313.66,9573.82
Government,France,Paseo,Low,1030.0,7.0,7210.0,72.1,7137.9,5150.0,1987.8999999999996,May,5,2014,2014-05-01,0.859749,EUR,6136.8,1709.1
Government,France,Velo,Low,639.0,7.0,4473.0,44.73,4428.27,3195.0,1233.2700000000004,November,11,2014,2014-11-01,0.859749,EUR,3807.2,1060.3
Government,Canada,VTT,Low,1326.0,7.0,9282.0,92.82,9189.18,6630.0,2559.1800000000003,March,3,2014,2014-03-01,0.859749,EUR,7900.39,2200.25
Channel Partners,United States of America,Carretera,Low,1858.0,12.0,22296.0,222.96,22073.04,5574.0,16499.04,February,2,2014,2014-02-01,0.859749,EUR,18977.27,14185.03
Government,Mexico,Carretera,Low,1210.0,350.0,423500.0,4235.0,419265.0,314600.0,104665.0,March,3,2014,2014-03-01,0.859749,EUR,360462.66,89985.63
Government,United States of America,Carretera,Low,2529.0,7.0,17703.0,177.03,17525.97,12645.0,4880.969999999999,July,7,2014,2014-07-01,0.859749,EUR,15067.94,4196.41
Channel Partners,Canada,Carretera,Low,1445.0,12.0,17340.0,173.4,17166.6,4335.0,12831.599999999999,September,9,2014,2014-09-01,0.859749,EUR,14758.97,11031.96
Enterprise,United States of America,Carretera,Low,330.0,125.0,41250.0,412.5,40837.5,39600.0,1237.5,September,9,2013,2013-09-01,0.859749,EUR,35110.0,1063.94
Channel Partners,France,Carretera,Low,2671.0,12.0,32052.0,320.52,31731.48,8013.0,23718.48,September,9,2014,2014-09-01,0.859749,EUR,27281.11,20391.94
Channel Partners,Germany,Carretera,Low,766.0,12.0,9192.0,91.92,9100.08,2298.0,6802.08,October,10,2013,2013-10-01,0.859749,EUR,7823.78,5848.08
Small Business,Mexico,Carretera,Low,494.0,300.0,148200.0,1482.0,146718.0,123500.0,23218.0,October,10,2013,2013-10-01,0.859749,EUR,126140.65,19961.65
Government,Mexico,Carretera,Low,1397.0,350.0,488950.0,4889.5,484060.5,363220.0,120840.5,October,10,2014,2014-10-01,0.859749,EUR,416170.53,103892.5
Government,France,Carretera,Low,2155.0,350.0,754250.0,7542.5,746707.5,560300.0,186407.5,December,12,2014,2014-12-01,0.859749,EUR,641981.03,160263.66
Midmarket,Mexico,Montana,Low,2214.0,15.0,33210.0,332.1,32877.9,22140.0,10737.900000000001,March,3,2014,2014-03-01,0.859749,EUR,28266.74,9231.9
Small Business,United States of America,Montana,Low,2301.0,300.0,690300.0,6903.0,683397.0,575250.0,108147.0,April,4,2014,2014-04-01,0.859749,EUR,587549.89,92979.28
Government,France,Montana,Low,1375.5,20.0,27510.0,275.1,27234.899999999998,13755.0,13479.899999999998,July,7,2014,2014-07-01,0.859749,EUR,23415.18,11589.33
Government,Canada,Montana,Low,1830.0,7.0,12810.0,128.1,12681.9,9150.0,3531.8999999999996,August,8,2014,2014-08-01,0.859749,EUR,10903.25,3036.55
Small Business,United States of America,Montana,Low,2498.0,300.0,749400.0,7494.0,741906.0,624500.0,117406.0,September,9,2013,2013-09-01,0.859749,EUR,637852.94,100939.69
Enterprise,United States of America,Montana,Low,663.0,125.0,82875.0,828.75,82046.25,79560.0,2486.25,October,10,2013,2013-10-01,0.859749,EUR,70539.18,2137.55
Midmarket,United States of America,Paseo,Low,1514.0,15.0,22710.0,227.1,22482.9,15140.0,7342.9000000000015,February,2,2014,2014-02-01,0.859749,EUR,19329.65,6313.05
Government,United States of America,Paseo,Low,4492.5,7.0,31447.5,314.475,31133.024999999998,22462.5,8670.524999999998,April,4,2014,2014-04-01,0.859749,EUR,26766.59,7454.48
Enterprise,United States of America,Paseo,Low,727.0,125.0,90875.0,908.75,89966.25,87240.0,2726.25,June,6,2014,2014-06-01,0.859749,EUR,77348.39,2343.89
Enterprise,France,Paseo,Low,787.0,125.0,98375.0,983.75,97391.25,94440.0,2951.25,June,6,2014,2014-06-01,0.859749,EUR,83732.03,2537.33
Enterprise,Mexico,Paseo,Low,1823.0,125.0,227875.0,2278.75,225596.25,218760.0,6836.25,July,7,2014,2014-07-01,0.859749,EUR,193956.15,5877.46
Midmarket,Germany,Paseo,Low,747.0,15.0,11205.0,112.05,11092.95,7470.0,3622.9500000000007,September,9,2014,2014-09-01,0.859749,EUR,9537.15,3114.83
Channel Partners,Germany,Paseo,Low,766.0,12.0,9192.0,91.92,9100.08,2298.0,6802.08,October,10,2013,2013-10-01,0.859749,EUR,7823.78,5848.08
Small Business,United States of America,Paseo,Low,2905.0,300.0,871500.0,8715.0,862785.0,726250.0,136535.0,November,11,2014,2014-11-01,0.859749,EUR,741778.54,117385.83
Government,France,Paseo,Low,2155.0,350.0,754250.0,7542.5,746707.5,560300.0,186407.5,December,12,2014,2014-12-01,0.859749,EUR,641981.03,160263.66
Government,France,Velo,Low,3864.0,20.0,77280.0,772.8000000000001,76507.20000000001,38640.0,37867.200000000004,April,4,2014,2014-04-01,0.859749,EUR,65776.99,32556.29
Government,Mexico,Velo,Low,362.0,7.0,2534.0,25.34,2508.66,1810.0,698.6599999999999,May,5,2014,2014-05-01,0.859749,EUR,2156.82,600.67
Enterprise,Canada,Velo,Low,923.0,125.0,115375.0,1153.75,114221.25,110760.0,3461.25,August,8,2014,2014-08-01,0.859749,EUR,98201.61,2975.81
Enterprise,United States of America,Velo,Low,663.0,125.0,82875.0,828.75,82046.25,79560.0,2486.25,October,10,2013,2013-10-01,0.859749,EUR,70539.18,2137.55
Government,Canada,Velo,Low,2092.0,7.0,14644.0,146.44,14497.56,10460.0,4037.5599999999995,November,11,2013,2013-11-01,0.859749,EUR,12464.26,3471.29
Government,Germany,VTT,Low,263.0,7.0,1841.0,18.41,1822.59,1315.0,507.5899999999999,March,3,2014,2014-03-01,0.859749,EUR,1566.97,436.4
Government,Canada,VTT,Low,943.5,350.0,330225.0,3302.25,326922.75,245310.0,81612.75,April,4,2014,2014-04-01,0.859749,EUR,281071.51,70166.48
Enterprise,United States of America,VTT,Low,727.0,125.0,90875.0,908.75,89966.25,87240.0,2726.25,June,6,2014,2014-06-01,0.859749,EUR,77348.39,2343.89
Enterprise,France,VTT,Low,787.0,125.0,98375.0,983.75,97391.25,94440.0,2951.25,June,6,2014,2014-06-01,0.859749,EUR,83732.03,2537.33
Small Business,Germany,VTT,Low,986.0,300.0,295800.0,2958.0,292842.0,246500.0,46342.0,September,9,2014,2014-09-01,0.859749,EUR,251770.62,39842.49
Small Business,Mexico,VTT,Low,494.0,300.0,148200.0,1482.0,146718.0,123500.0,23218.0,October,10,2013,2013-10-01,0.859749,EUR,126140.65,19961.65
Government,Mexico,VTT,Low,1397.0,350.0,488950.0,4889.5,484060.5,363220.0,120840.5,October,10,2014,2014-10-01,0.859749,EUR,416170.53,103892.5
Enterprise,France,VTT,Low,1744.0,125.0,218000.0,2180.0,215820.0,209280.0,6540.0,November,11,2014,2014-11-01,0.859749,EUR,185551.03,5622.76
Channel Partners,United States of America,Amarilla,Low,1989.0,12.0,23868.0,238.68,23629.32,5967.0,17662.32,September,9,2013,2013-09-01,0.859749,EUR,20315.28,15185.16
Midmarket,France,Amarilla,Low,321.0,15.0,4815.0,48.15,4766.85,3210.0,1556.8500000000004,November,11,2013,2013-11-01,0.859749,EUR,4098.29,1338.5
Enterprise,Canada,Carretera,Low,742.5,125.0,92812.5,1856.25,90956.25,89100.0,1856.25,April,4,2014,2014-04-01,0.859749,EUR,78199.54,1595.91
Channel Partners,Canada,Carretera,Low,1295.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,October,10,2014,2014-10-01,0.859749,EUR,13093.29,9753.16
Small Business,Germany,Carretera,Low,214.0,300.0,64200.0,1284.0,62916.0,53500.0,9416.0,October,10,2013,2013-10-01,0.859749,EUR,54091.97,8095.4
Government,France,Carretera,Low,2145.0,7.0,15015.0,300.3,14714.7,10725.0,3989.7000000000007,November,11,2013,2013-11-01,0.859749,EUR,12650.95,3430.14
Government,Canada,Carretera,Low,2852.0,350.0,998200.0,19964.0,978236.0,741520.0,236716.0,December,12,2014,2014-12-01,0.859749,EUR,841037.42,203516.34
Channel Partners,United States of America,Montana,Low,1142.0,12.0,13704.0,274.08,13429.92,3426.0,10003.92,June,6,2014,2014-06-01,0.859749,EUR,11546.36,8600.86
Government,United States of America,Montana,Low,1566.0,20.0,31320.0,626.4,30693.6,15660.0,15033.599999999999,October,10,2014,2014-10-01,0.859749,EUR,26388.79,12925.12
Channel Partners,Mexico,Montana,Low,690.0,12.0,8280.0,165.6,8114.4,2070.0,6044.4,November,11,2014,2014-11-01,0.859749,EUR,6976.35,5196.67
Enterprise,Mexico,Montana,Low,1660.0,125.0,207500.0,4150.0,203350.0,199200.0,4150.0,November,11,2013,2013-11-01,0.859749,EUR,174829.96,3567.96
Midmarket,Canada,Paseo,Low,2363.0,15.0,35445.0,708.9,34736.1,23630.0,11106.099999999999,February,2,2014,2014-02-01,0.859749,EUR,29864.33,9548.46
Small Business,France,Paseo,Low,918.0,300.0,275400.0,5508.0,269892.0,229500.0,40392.0,May,5,2014,2014-05-01,0.859749,EUR,232039.38,34726.98
Small Business,Germany,Paseo,Low,1728.0,300.0,518400.0,10368.0,508032.0,432000.0,76032.0,May,5,2014,2014-05-01,0.859749,EUR,436780.0,65368.44
Channel Partners,United States of America,Paseo,Low,1142.0,12.0,13704.0,274.08,13429.92,3426.0,10003.92,June,6,2014,2014-06-01,0.859749,EUR,11546.36,8600.86
Enterprise,Mexico,Paseo,Low,662.0,125.0,82750.0,1655.0,81095.0,79440.0,1655.0,June,6,2014,2014-06-01,0.859749,EUR,69721.35,1422.88
Channel Partners,Canada,Paseo,Low,1295.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,October,10,2014,2014-10-01,0.859749,EUR,13093.29,9753.16
Enterprise,Germany,Paseo,Low,809.0,125.0,101125.0,2022.5,99102.5,97080.0,2022.5,October,10,2013,2013-10-01,0.859749,EUR,85203.28,1738.84
Enterprise,Mexico,Paseo,Low,2145.0,125.0,268125.0,5362.5,262762.5,257400.0,5362.5,October,10,2013,2013-10-01,0.859749,EUR,225909.8,4610.4
Channel Partners,France,Paseo,Low,1785.0,12.0,21420.0,428.4,20991.6,5355.0,15636.599999999999,November,11,2013,2013-11-01,0.859749,EUR,18047.51,13443.55
Small Business,Canada,Paseo,Low,1916.0,300.0,574800.0,11496.0,563304.0,479000.0,84304.0,December,12,2014,2014-12-01,0.859749,EUR,484300.05,72480.28
Government,Canada,Paseo,Low,2852.0,350.0,998200.0,19964.0,978236.0,741520.0,236716.0,December,12,2014,2014-12-01,0.859749,EUR,841037.42,203516.34
Enterprise,Canada,Paseo,Low,2729.0,125.0,341125.0,6822.5,334302.5,327480.0,6822.5,December,12,2014,2014-12-01,0.859749,EUR,287416.24,5865.64
Midmarket,United States of America,Paseo,Low,1925.0,15.0,28875.0,577.5,28297.5,19250.0,9047.5,December,12,2013,2013-12-01,0.859749,EUR,24328.75,7778.58
Government,United States of America,Paseo,Low,2013.0,7.0,14091.0,281.82,13809.18,10065.0,3744.1800000000003,December,12,2013,2013-12-01,0.859749,EUR,11872.43,3219.06
Channel Partners,France,Paseo,Low,1055.0,12.0,12660.0,253.2,12406.8,3165.0,9241.8,December,12,2014,2014-12-01,0.859749,EUR,10666.73,7945.63
Channel Partners,Mexico,Paseo,Low,1084.0,12.0,13008.0,260.16,12747.84,3252.0,9495.84,December,12,2014,2014-12-01,0.859749,EUR,10959.94,8164.04
Government,United States of America,Velo,Low,1566.0,20.0,31320.0,626.4,30693.6,15660.0,15033.599999999999,October,10,2014,2014-10-01,0.859749,EUR,26388.79,12925.12
Government,Germany,Velo,Low,2966.0,350.0,1038100.0,20762.0,1017338.0,771160.0,246178.0,October,10,2013,2013-10-01,0.859749,EUR,874655.33,211651.29
Government,Germany,Velo,Low,2877.0,350.0,1006950.0,20139.0,986811.0,748020.0,238791.0,October,10,2014,2014-10-01,0.859749,EUR,848409.77,205300.32
Enterprise,Germany,Velo,Low,809.0,125.0,101125.0,2022.5,99102.5,97080.0,2022.5,October,10,2013,2013-10-01,0.859749,EUR,85203.28,1738.84
Enterprise,Mexico,Velo,Low,2145.0,125.0,268125.0,5362.5,262762.5,257400.0,5362.5,October,10,2013,2013-10-01,0.859749,EUR,225909.8,4610.4
Channel Partners,France,Velo,Low,1055.0,12.0,12660.0,253.2,12406.8,3165.0,9241.8,December,12,2014,2014-12-01,0.859749,EUR,10666.73,7945.63
Government,Mexico,Velo,Low,544.0,20.0,10880.0,217.6,10662.4,5440.0,5222.4,December,12,2013,2013-12-01,0.859749,EUR,9166.99,4489.95
Channel Partners,Mexico,Velo,Low,1084.0,12.0,13008.0,260.16,12747.84,3252.0,9495.84,December,12,2014,2014-12-01,0.859749,EUR,10959.94,8164.04
Enterprise,Mexico,VTT,Low,662.0,125.0,82750.0,1655.0,81095.0,79440.0,1655.0,June,6,2014,2014-06-01,0.859749,EUR,69721.35,1422.88
Small Business,Germany,VTT,Low,214.0,300.0,64200.0,1284.0,62916.0,53500.0,9416.0,October,10,2013,2013-10-01,0.859749,EUR,54091.97,8095.4
Government,Germany,VTT,Low,2877.0,350.0,1006950.0,20139.0,986811.0,748020.0,238791.0,October,10,2014,2014-10-01,0.859749,EUR,848409.77,205300.32
Enterprise,Canada,VTT,Low,2729.0,125.0,341125.0,6822.5,334302.5,327480.0,6822.5,December,12,2014,2014-12-01,0.859749,EUR,287416.24,5865.64
Government,United States of America,VTT,Low,266.0,350.0,93100.0,1862.0,91238.0,69160.0,22078.0,December,12,2013,2013-12-01,0.859749,EUR,78441.78,18981.54
Government,Mexico,VTT,Low,1940.0,350.0,679000.0,13580.0,665420.0,504400.0,161020.0,December,12,2013,2013-12-01,0.859749,EUR,572094.18,138436.78
Small Business,Germany,Amarilla,Low,259.0,300.0,77700.0,1554.0,76146.0,64750.0,11396.0,March,3,2014,2014-03-01,0.859749,EUR,65466.45,9797.7
Small Business,Mexico,Amarilla,Low,1101.0,300.0,330300.0,6606.0,323694.0,275250.0,48444.0,March,3,2014,2014-03-01,0.859749,EUR,278295.59,41649.68
Enterprise,Germany,Amarilla,Low,2276.0,125.0,284500.0,5690.0,278810.0,273120.0,5690.0,May,5,2014,2014-05-01,0.859749,EUR,239706.62,4891.97
Government,Germany,Amarilla,Low,2966.0,350.0,1038100.0,20762.0,1017338.0,771160.0,246178.0,October,10,2013,2013-10-01,0.859749,EUR,874655.33,211651.29
Government,United States of America,Amarilla,Low,1236.0,20.0,24720.0,494.4,24225.6,12360.0,11865.599999999999,November,11,2014,2014-11-01,0.859749,EUR,20827.94,10201.44
Government,France,Amarilla,Low,941.0,20.0,18820.0,376.4,18443.6,9410.0,9033.599999999999,November,11,2014,2014-11-01,0.859749,EUR,15856.87,7766.63
Small Business,Canada,Amarilla,Low,1916.0,300.0,574800.0,11496.0,563304.0,479000.0,84304.0,December,12,2014,2014-12-01,0.859749,EUR,484300.05,72480.28
